Date,interconn_fra,interconn_fra_lag1,interconn_fra_lag2,interconn_fra_lag3,interconn_fra_lag4,interconn_fra_lag5,interconn_fra_lag6,interconn_fra_lag7,interconn_fra_lag8,interconn_fra_lag9,interconn_fra_lag10,interconn_fra_lag11,interconn_fra_lag12,interconn_fra_lag13,interconn_fra_lag14,interconn_fra_lag15
2023-04-26,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354,-63755.98400000002,-40436.852,-43498.046,-53674.031,-15277.594
2023-04-27,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354,-63755.98400000002,-40436.852,-43498.046,-53674.031
2023-04-28,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354,-63755.98400000002,-40436.852,-43498.046
2023-04-29,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354,-63755.98400000002,-40436.852
2023-04-30,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354,-63755.98400000002
2023-05-01,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075,-53901.354
2023-05-02,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342,-42396.075
2023-05-03,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999,-31582.342
2023-05-04,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764,-2205.940999999999
2023-05-05,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003,-12877.764
2023-05-06,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998,-21501.478000000003
2023-05-07,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785,-13204.054999999998
