Date,interconn_fra,interconn_fra_lag1,interconn_fra_lag2,interconn_fra_lag3,interconn_fra_lag4,interconn_fra_lag5,interconn_fra_lag6,interconn_fra_lag7,interconn_fra_lag8,interconn_fra_lag9,interconn_fra_lag10,interconn_fra_lag11,interconn_fra_lag12,interconn_fra_lag13,interconn_fra_lag14,interconn_fra_lag15
2023-05-08,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999,-42374.785
2023-05-09,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988,-6790.066999999999
2023-05-10,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201,-13780.808999999988
2023-05-11,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996,-14733.201
2023-05-12,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015,-9952.567999999996
2023-05-13,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068,-7592.8110000000015
2023-05-14,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405,-19134.068
2023-05-15,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121,-26216.405
2023-05-16,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535,-28468.121
2023-05-17,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014,-4790.535
2023-05-18,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365,-3690.8640000000014
2023-05-19,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999,23130.365
2023-05-20,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999,3917.260999999999
2023-05-21,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279,7601.246999999999
2023-05-22,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002,-17529.279
2023-05-23,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002,6337.990000000002
2023-05-24,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999,-8048.367000000002
2023-05-25,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268,-41207.39099999999
2023-05-26,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917,-42800.268
2023-05-27,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747,-36872.917
2023-05-28,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476,-47969.747
2023-05-29,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767,-41719.476
2023-05-30,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006,-48496.767
2023-05-31,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524,-48950.975000000006
2023-06-01,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557,-39690.524
2023-06-02,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999,-40965.557
2023-06-03,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001,-40105.94299999999
2023-06-04,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242,-4903.953000000001
2023-06-05,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003,-3039.242
2023-06-06,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961,23858.265000000003
2023-06-07,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304,23433.961
2023-06-08,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127,20860.304
2023-06-09,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041,21420.127
2023-06-10,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138,21913.041
2023-06-11,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917,39099.138
2023-06-12,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001,47043.917
2023-06-13,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001,50202.56100000001
2023-06-14,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615,35150.75100000001
2023-06-15,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507,25857.615
2023-06-16,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202,22780.507
2023-06-17,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982,43543.202
2023-06-18,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814,37261.982
2023-06-19,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564,39394.814
2023-06-20,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514,8933.564
2023-06-21,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068,-5854.514
2023-06-22,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306,13248.068
2023-06-23,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816,8337.306
2023-06-24,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001,-20207.816
2023-06-25,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108,39645.41500000001
2023-06-26,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965,24552.108
2023-06-27,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61,-17497.965
2023-06-28,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93,-15080.61
2023-06-29,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678,-41716.93
2023-06-30,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999,-33373.678
2023-07-01,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005,-8004.045999999999
2023-07-02,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88,291.9490000000005
2023-07-03,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333,-10542.88
2023-07-04,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999,-15853.333
2023-07-05,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525,-10804.56899999999
2023-07-06,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997,11661.525
2023-07-07,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994,-6515.698999999997
2023-07-08,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989,886.6579999999994
2023-07-09,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802,21098.989
2023-07-10,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998,14313.802
2023-07-11,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006,9442.490999999998
2023-07-12,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643,709.8690000000006
2023-07-13,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542,10367.643
2023-07-14,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845,-16796.542
2023-07-15,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436,-33820.845
2023-07-16,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202,37864.436
2023-07-17,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628,38856.202
2023-07-18,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001,43528.628
2023-07-19,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554,29530.22000000001
2023-07-20,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453,48859.554
2023-07-21,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742,26607.453
2023-07-22,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165,26181.742
2023-07-23,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358,15056.165
2023-07-24,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999,17500.358
2023-07-25,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374,-3596.003999999999
2023-07-26,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996,5652.374
2023-07-27,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863,24174.996
2023-07-28,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491,30355.863
2023-07-29,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07,34594.491
2023-07-30,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041,48184.07
2023-07-31,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658,48031.041
2023-08-01,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594,32375.658
2023-08-02,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013,20508.594
2023-08-03,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678,27698.883000000013
2023-08-04,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125,25855.678
2023-08-05,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851,39295.125
2023-08-06,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676,56534.851
2023-08-07,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821,41974.676
2023-08-08,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999,-1019.821
2023-08-09,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998,-7975.168999999999
2023-08-10,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998,18003.686999999998
2023-08-11,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88,17592.255999999998
2023-08-12,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61,6683.88
2023-08-13,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031,35853.61
2023-08-14,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001,46861.031
2023-08-15,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297,45429.57200000001
2023-08-16,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422,23020.297
2023-08-17,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839,41225.422
2023-08-18,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342,4111.839
2023-08-19,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105,-50886.342
2023-08-20,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013,-27260.105
2023-08-21,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474,-3530.6940000000013
2023-08-22,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987,33370.474
2023-08-23,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561,40575.987
2023-08-24,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807,24742.561
2023-08-25,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439,26341.807
2023-08-26,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312,34797.439
2023-08-27,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001,49456.312
2023-08-28,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661,35751.01100000001
2023-08-29,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998,19270.661
2023-08-30,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485,12927.053999999998
2023-08-31,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353,22997.485
2023-09-01,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384,28442.353
2023-09-02,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122,3674.384
2023-09-03,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909,35188.122
2023-09-04,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001,29887.909
2023-09-05,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38,5923.886000000001
2023-09-06,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999,7552.38
2023-09-07,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999,-5513.832999999999
2023-09-08,20561.71900000001,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424,-3381.592999999999
2023-09-09,33779.028999999995,20561.71900000001,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003,-9651.424
2023-09-10,24689.519,33779.028999999995,20561.71900000001,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999,27988.535000000003
2023-09-11,31941.314,24689.519,33779.028999999995,20561.71900000001,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999,-42688.01299999999
2023-09-12,25847.031000000003,31941.314,24689.519,33779.028999999995,20561.71900000001,40421.567,31370.571,35431.818,-7406.677000000001,-3145.2130000000016,45457.51499999999,6793.312000000009,36619.018,21570.186,-13295.972,-22530.55399999999
